id;UID;Mes_Ref;Cod_Empresa;UC;score_ia
46221;184613774313720250801;2025-08-01;18;10036636175;0
46223;184613874313920250801;2025-08-01;18;3000165697;0
26990;184613880906220251101;2025-11-01;18;3000165697;0
46224;184613974314020250801;2025-08-01;18;14617601889;0
26863;184614079419520251101;2025-11-01;18;6772170;0
52182;184614174314320250701;2025-07-01;18;7575939;0
70786;184614174314420250401;2025-04-01;18;7575939;0
33344;184614181176220251001;2025-10-01;18;7575939;0
52183;184614274314520250701;2025-07-01;18;10023743636;0
26860;184614279418220251101;2025-11-01;18;10023743636;0
52184;184614374314620250701;2025-07-01;18;10011317548;0
39785;184614378993120250901;2025-09-01;18;10011317548;0
52185;184614474314720250701;2025-07-01;18;10008178818;0
52188;184614574315120250701;2025-07-01;18;3091012538;0
46243;184614575193220250801;2025-08-01;18;3091012538;0
26899;184614579786020251101;2025-11-01;18;3091012538;0
46228;184623874339920250801;2025-08-01;18;144204800437;0
46229;184623974340020250801;2025-08-01;18;150069209;0
46230;184624074340120250801;2025-08-01;18;150401917;0
33326;184624079149720251001;2025-10-01;18;150401917;0
26938;184624080792620251101;2025-11-01;18;150401917;0
64485;184624774343120250501;2025-05-01;18;3011932035;0
58346;184624774343220250601;2025-06-01;18;3011932035;0
52193;184624774343520250701;2025-07-01;18;3011932035;0
46232;184624774343720250801;2025-08-01;18;3011932035;0
103646;184624779000120241101;2024-11-01;18;3011932035;0
89541;184624779000820250101;2025-01-01;18;3011932035;0
111634;184624779001320241001;2024-10-01;18;3011932035;0
58347;184624974344020250601;2025-06-01;18;3012053460;0
52194;184624974344120250701;2025-07-01;18;3012053460;0
46233;184624974344420250801;2025-08-01;18;3012053460;0
95754;184624979000020241201;2024-12-01;18;3012053460;0
103651;184624979001420241101;2024-11-01;18;3012053460;0
89533;184625374345420250101;2025-01-01;18;3013499061;0
64486;184625374345520250501;2025-05-01;18;3013499061;0
58349;184625374345720250601;2025-06-01;18;3013499061;0
52196;184625374345920250701;2025-07-01;18;3013499061;0
46235;184625374346020250801;2025-08-01;18;3013499061;0
70791;184625379000920250401;2025-04-01;18;3013499061;0
103650;184625379001020241101;2024-11-01;18;3013499061;0
95757;184625379001220241201;2024-12-01;18;3013499061;0
46236;184625474346320250801;2025-08-01;18;9007247;0
52197;184625474346420250701;2025-07-01;18;9007247;0
58351;184625474346520250601;2025-06-01;18;9007247;0
39783;184625475194420250901;2025-09-01;18;9007247;0
27090;184625487425720251101;2025-11-01;18;9007247;0
20552;184625487426020251201;2025-12-01;18;9007247;0
52199;184625574346820250701;2025-07-01;18;38430920;0
58352;184625574346920250601;2025-06-01;18;38430920;0
27047;184625581174920251101;2025-11-01;18;38430920;0
52200;184625674347020250701;2025-07-01;18;120427588;0
27045;184625681174620251101;2025-11-01;18;120427588;0
52201;184625774347120250701;2025-07-01;18;2206205955;0
58353;184625774347220250601;2025-06-01;18;2206205955;0
70789;184625775192820250401;2025-04-01;18;2206205955;0
89537;184625775192920250101;2025-01-01;18;2206205955;0
95749;184625778999020241201;2024-12-01;18;2206205955;0
103643;184625778999220241101;2024-11-01;18;2206205955;0
33345;184625781181220251001;2025-10-01;18;2206205955;0
27096;184625789678820251101;2025-11-01;18;2206205955;0
20555;184625789680220251201;2025-12-01;18;2206205955;0
52203;184625874347520250701;2025-07-01;18;MTE0015027;0
58355;184625874347620250601;2025-06-01;18;MTE0015027;0
89540;184625878999620250101;2025-01-01;18;MTE0015027;0
95752;184625878999720241201;2024-12-01;18;MTE0015027;0
20558;184625889682820251201;2025-12-01;18;MTE0015027;0
52204;184625974347720250701;2025-07-01;18;MTE0015101;0
58356;184625974347820250601;2025-06-01;18;MTE0015101;0
89539;184625978999520250101;2025-01-01;18;MTE0015101;0
95753;184625978999820241201;2024-12-01;18;MTE0015101;0
70787;184626074347920250401;2025-04-01;18;MTE0017832;0
52205;184626074348020250701;2025-07-01;18;MTE0017832;0
58357;184626074348120250601;2025-06-01;18;MTE0017832;0
95751;184626078999420241201;2024-12-01;18;MTE0017832;0
46238;184637374376820250801;2025-08-01;18;76696561;0
95759;184637379001720241201;2024-12-01;18;76696561;0
26942;184637380793120251101;2025-11-01;18;76696561;0
33350;184637381738620251001;2025-10-01;18;76696561;0
89534;184746474507620250101;2025-01-01;18;W7038572382;0
52208;184746474508020250701;2025-07-01;18;W7038572382;0
46239;184746474508320250801;2025-08-01;18;W7038572382;0
27041;184746481174020251101;2025-11-01;18;W7038572382;0
33936;184804020251001;2025-10-01;18;1296901;0
249426;184823120230201;2023-02-01;18;00009079333;0
244011;184823220230301;2023-03-01;18;00009079333;0
238733;184823320230401;2023-04-01;18;00009079333;0
254840;184823420230101;2023-01-01;18;00009079333;0
21078;184866020251201;2025-12-01;18;371779601868;0
27230;1848663520251101;2025-11-01;18;371779601868;0
21089;184942020251201;2025-12-01;18;7572901836;0
21091;184944020251201;2025-12-01;18;109977501887;0
27206;1849453520251101;2025-11-01;18;275115101847;0
21092;184946020251201;2025-12-01;18;657303301887;0
58713;1849463020250601;2025-06-01;18;657303301887;0
27305;1849473520251101;2025-11-01;18;807191901831;0
104300;184948020241101;2024-11-01;18;907478201857;0
96399;184948020241201;2024-12-01;18;907478201857;0
58885;184948020250601;2025-06-01;18;907478201857;0
52820;184948020250701;2025-07-01;18;907478201857;0
46879;184948020250801;2025-08-01;18;907478201857;0
104301;184949020241101;2024-11-01;18;1051526401876;0
96400;184949020241201;2024-12-01;18;1051526401876;0
65139;184949020250501;2025-05-01;18;1051526401876;0
58886;184949020250601;2025-06-01;18;1051526401876;0
52821;184949020250701;2025-07-01;18;1051526401876;0
46880;184949020250801;2025-08-01;18;1051526401876;0
70855;1849492520250401;2025-04-01;18;1051526401876;0
21095;184984020251201;2025-12-01;18;109985801868;0
27133;1849843520251101;2025-11-01;18;109985801868;0
39752;184987874824420250901;2025-09-01;18;3012152935;0
20549;184987883024920251201;2025-12-01;18;3012152935;0
39753;184987974824520250901;2025-09-01;18;861509801843;0
20544;184987983024420251201;2025-12-01;18;861509801843;0
104302;184988020241101;2024-11-01;18;866759101870;0
96403;184988020241201;2024-12-01;18;866759101870;0
83992;184988020250201;2025-02-01;18;866759101870;0
65141;184988020250501;2025-05-01;18;866759101870;0
58887;184988020250601;2025-06-01;18;866759101870;0
52822;184988020250701;2025-07-01;18;866759101870;0
46881;184988020250801;2025-08-01;18;866759101870;0
33949;184988020251001;2025-10-01;18;866759101870;0
39754;184988274824820250901;2025-09-01;18;3000327466;0
39756;184988674825320250901;2025-09-01;18;69278687;0
39757;184988774825420250901;2025-09-01;18;65482034;0
39758;184988874825520250901;2025-09-01;18;58270337;0
104306;185008020241101;2024-11-01;18;944091301884;0
96407;185008020241201;2024-12-01;18;944091301884;0
65145;185008020250501;2025-05-01;18;944091301884;0
58891;185008020250601;2025-06-01;18;944091301884;0
52826;185008020250701;2025-07-01;18;944091301884;0
46885;185008020250801;2025-08-01;18;944091301884;0
33954;185008020251001;2025-10-01;18;944091301884;0
39759;185056874941120250901;2025-09-01;18;41812883;0
20462;185056883007620251201;2025-12-01;18;41812883;0
58895;185092020250601;2025-06-01;18;898670701801;0
27320;1850921920251101;2025-11-01;18;898670701801;0
58896;185093020250601;2025-06-01;18;643834501816;0
21112;185093020251201;2025-12-01;18;643834501816;0
27277;1850931920251101;2025-11-01;18;643834501816;0
21113;185095020251201;2025-12-01;18;462805301869;0
58897;185096020250601;2025-06-01;18;381004401866;0
27232;1850961920251101;2025-11-01;18;381004401866;0
77245;185133720250301;2025-03-01;18;21064164;0
58901;185137020250601;2025-06-01;18;200009339593;0
52834;185137020250701;2025-07-01;18;200009339593;0
95893;1851371220241201;2024-12-01;18;200009339593;0
70934;1851371320250401;2025-04-01;18;200009339593;0
140408;185150120240601;2024-06-01;18;2089329317;0
155396;185150220240401;2024-04-01;18;2089329317;0
146654;185150320240501;2024-05-01;18;2089329317;0
133859;185150420240701;2024-07-01;18;2089329317;0
95789;1851551020241201;2024-12-01;18;00073032636;0
89572;1851551120250101;2025-01-01;18;00073032636;0
146506;185155120240501;2024-05-01;18;00073032636;0
140260;185155220240601;2024-06-01;18;00073032636;0
164358;185155320240301;2024-03-01;18;00073032636;0
155248;185155420240401;2024-04-01;18;00073032636;0
133710;185155520240701;2024-07-01;18;00073032636;0
127377;185155620240801;2024-08-01;18;00073032636;0
119583;185155720240901;2024-09-01;18;00073032636;0
111654;185155820241001;2024-10-01;18;00073032636;0
103673;185155920241101;2024-11-01;18;00073032636;0
27491;185157020251101;2025-11-01;18;129527090;0
21133;185157020251201;2025-12-01;18;129527090;0
14833;185157020260101;2026-01-01;18;129527090;0
8578;185157020260201;2026-02-01;18;129527090;0
2843;185157020260301;2026-03-01;18;129527090;0
46242;185168175193020250801;2025-08-01;18;10039504482;0
33328;185168179320720251001;2025-10-01;18;10039504482;0
27043;185168181174320251101;2025-11-01;18;10039504482;0
39774;185168275193520250901;2025-09-01;18;392049105995;0
46244;185168275938620250801;2025-08-01;18;392049105995;0
26869;185168279424020251101;2025-11-01;18;392049105995;0
39776;185168375193720250901;2025-09-01;18;204067641;0
26849;185168379400620251101;2025-11-01;18;204067641;0
39777;185168475193820250901;2025-09-01;18;126178925;0
39778;185168575193920250901;2025-09-01;18;110148029;0
26839;185168579381020251101;2025-11-01;18;110148029;0
39779;185168675194020250901;2025-09-01;18;105445711;0
26832;185168679376120251101;2025-11-01;18;105445711;0
20492;185168683016620251201;2025-12-01;18;105445711;0
14183;185168687431220260101;2026-01-01;18;105445711;0
39780;185168775194120250901;2025-09-01;18;78488850;0
26843;185168779382020251101;2025-11-01;18;78488850;0
20481;185168783009720251201;2025-12-01;18;78488850;0
39782;185168875194320250901;2025-09-01;18;44546246;0
26841;185168879381620251101;2025-11-01;18;44546246;0
40439;185207020250901;2025-09-01;18;917401301800;0
21141;185207020251201;2025-12-01;18;917401301800;0
58359;185207375312420250601;2025-06-01;18;442796805900;0
58360;185207475312520250601;2025-06-01;18;446756205986;0
27073;185207481198520251101;2025-11-01;18;446756205986;0
58910;185209020250601;2025-06-01;18;1239052101894;0
27138;1852091920251101;2025-11-01;18;1239052101894;0
21143;185212020251201;2025-12-01;18;655234101826;0
46359;1852441120250801;2025-08-01;18;14661201897;0
27145;1852441420251101;2025-11-01;18;14661201897;0
64487;185625875977320250501;2025-05-01;18;151333173;0
58361;185625875982420250601;2025-06-01;18;151333173;0
103645;185625878999920241101;2024-11-01;18;151333173;0
33332;185625880792520251001;2025-10-01;18;151333173;0
52220;185625881738120250701;2025-07-01;18;151333173;0
58362;185630676001320250601;2025-06-01;18;0000961039;0
26820;185630679347720251101;2025-11-01;18;0000961039;0
64488;185636976031920250501;2025-05-01;18;7054920843;0
58364;185636976032320250601;2025-06-01;18;7054920843;0
95761;185636979002120241201;2024-12-01;18;7054920843;0
52209;185637076032020250701;2025-07-01;18;8785295;0
52210;185637176032120250701;2025-07-01;18;657113;0
58363;185637276032220250601;2025-06-01;18;7054876321;0
89544;185637279002020250101;2025-01-01;18;7054876321;0
58365;185642276055220250601;2025-06-01;18;790468;0
26955;185642280811320251101;2025-11-01;18;790468;0
58366;185642376055320250601;2025-06-01;18;407662705991;0
27066;185642381193020251101;2025-11-01;18;407662705991;0
58367;185642476055420250601;2025-06-01;18;2468556;0
26940;185642480792920251101;2025-11-01;18;2468556;0
58368;185642576055520250601;2025-06-01;18;269035705943;0
27070;185642581195220251101;2025-11-01;18;269035705943;0
58369;185642676055620250601;2025-06-01;18;37883598;0
27033;185642681170720251101;2025-11-01;18;37883598;0
58371;185642776055820250601;2025-06-01;18;1034107805;0
58370;185642876055720250601;2025-06-01;18;549817205936;0
27069;185642881194620251101;2025-11-01;18;549817205936;0
58373;185642976056020250601;2025-06-01;18;1032132169;0
58372;185643076055920250601;2025-06-01;18;406698705946;0
27071;185643081197420251101;2025-11-01;18;406698705946;0
58374;185643176056120250601;2025-06-01;18;161067705950;0
27072;185643181198120251101;2025-11-01;18;161067705950;0
58375;185643276056220250601;2025-06-01;18;172338905990;0
27063;185643281191720251101;2025-11-01;18;172338905990;0
58376;185643376056320250601;2025-06-01;18;E6000294514;0
27032;185643381170520251101;2025-11-01;18;E6000294514;0
58377;185643476056420250601;2025-06-01;18;723706;0
26962;185643480812020251101;2025-11-01;18;723706;0
58378;185643576056520250601;2025-06-01;18;10427074;0
26976;185643580814020251101;2025-11-01;18;10427074;0
58379;185643676056620250601;2025-06-01;18;0000006038;0
27016;185643681148120251101;2025-11-01;18;0000006038;0
58380;185643776056720250601;2025-06-01;18;70127557;0
26984;185643780817120251101;2025-11-01;18;70127557;0
58381;185643876056820250601;2025-06-01;18;1664440;0
33286;185682476118920251001;2025-10-01;18;83362797;0
20489;185682483016120251201;2025-12-01;18;83362797;0
33287;185682576119220251001;2025-10-01;18;92427278;0
20493;185682583016720251201;2025-12-01;18;92427278;0
39788;186550078993620250901;2025-09-01;18;1678162;0
39792;186550178994320250901;2025-09-01;18;611110533;0
83318;186550178994420250201;2025-02-01;18;611110533;0
52212;186550178994820250701;2025-07-01;18;611110533;0
64489;186550178995420250501;2025-05-01;18;611110533;0
70790;186550178995520250401;2025-04-01;18;611110533;0
46251;186550178995920250801;2025-08-01;18;611110533;0
77047;186550178996220250301;2025-03-01;18;611110533;0
14204;186550190009720260101;2026-01-01;18;611110533;0
52211;186550278994520250701;2025-07-01;18;824993610;0
83319;186550278994620250201;2025-02-01;18;824993610;0
39793;186550278994720250901;2025-09-01;18;824993610;0
46246;186550278994920250801;2025-08-01;18;824993610;0
95758;186550279001520241201;2024-12-01;18;824993610;0
27037;186550281172220251101;2025-11-01;18;824993610;0
20440;186550281172320251201;2025-12-01;18;824993610;0
14176;186550287430120260101;2026-01-01;18;824993610;0
7923;186550290009920260201;2026-02-01;18;824993610;0
46247;186550378995020250801;2025-08-01;18;39195108;0
52214;186550378996020250701;2025-07-01;18;39195108;0
27031;186550381170420251101;2025-11-01;18;39195108;0
33348;186550381738420251001;2025-10-01;18;39195108;0
14202;186550390009320260101;2026-01-01;18;39195108;0
52213;186550478995120250701;2025-07-01;18;20835538;0
39794;186550478995220250901;2025-09-01;18;20835538;0
46248;186550478995320250801;2025-08-01;18;20835538;0
89538;186550478995720250101;2025-01-01;18;20835538;0
27030;186550481170020251101;2025-11-01;18;20835538;0
20559;186550490008820251201;2025-12-01;18;20835538;0
14200;186550490009020260101;2026-01-01;18;20835538;0
46252;186550578996120250801;2025-08-01;18;16639110;0
52215;186550578996320250701;2025-07-01;18;16639110;0
33349;186550581738520251001;2025-10-01;18;16639110;0
14201;186550590009220260101;2026-01-01;18;16639110;0
52216;186550678996420250701;2025-07-01;18;10007151304;0
46253;186550678996520250801;2025-08-01;18;10007151304;0
14203;186550690009420260101;2026-01-01;18;10007151304;0
33292;186550778996920251001;2025-10-01;18;9533896;0
20504;186550783019120251201;2025-12-01;18;9533896;0
33294;186550878997120251001;2025-10-01;18;30563425;0
26994;186550880907220251101;2025-11-01;18;30563425;0
33295;186550978997220251001;2025-10-01;18;29064342;0
26795;186550979063920251101;2025-11-01;18;29064342;0
14178;186550987430620260101;2026-01-01;18;29064342;0
33296;186551078997320251001;2025-10-01;18;2073827517;0
26876;186551079427120251101;2025-11-01;18;2073827517;0
20444;186551083002820251201;2025-12-01;18;2073827517;0
33297;186551178997420251001;2025-10-01;18;41987934;0
26796;186551179064020251101;2025-11-01;18;41987934;0
33298;186551278997520251001;2025-10-01;18;94484511;0
26797;186551279064120251101;2025-11-01;18;94484511;0
33299;186551378997620251001;2025-10-01;18;116644338;0
33300;186551478997720251001;2025-10-01;18;45015015;0
26791;186551479063320251101;2025-11-01;18;45015015;0
33301;186551578997820251001;2025-10-01;18;4000105940;0
26827;186551579357320251101;2025-11-01;18;4000105940;0
33302;186551678997920251001;2025-10-01;18;2027447464;0
20443;186551683002720251201;2025-12-01;18;2027447464;0
111632;186551779000420241001;2024-10-01;18;3014841850;0
89543;186551879001920250101;2025-01-01;18;21064164;0
103652;186551979002320241101;2024-11-01;18;7032110929;0
95763;186551979002420241201;2024-12-01;18;7032110929;0
39799;186551980794220250901;2025-09-01;18;7032110929;0
33338;186551980794320251001;2025-10-01;18;7032110929;0
26792;186568879063420251101;2025-11-01;18;16409841;0
33311;186568879063520251001;2025-10-01;18;16409841;0
33312;186568979063620251001;2025-10-01;18;30225450;0
20553;186568987428320251201;2025-12-01;18;30225450;0
27092;186568987429420251101;2025-11-01;18;30225450;0
26793;186569079063720251101;2025-11-01;18;14219;0
26794;186569179063820251101;2025-11-01;18;312695801880;0
26798;186569279064220251101;2025-11-01;18;36289698;0
26799;186569379064320251101;2025-11-01;18;34821368;0
26800;186569479064420251101;2025-11-01;18;23966920;0
20447;186569483003420251201;2025-12-01;18;23966920;0
26801;186569579064520251101;2025-11-01;18;46555767;0
26802;186569679064620251101;2025-11-01;18;66239443;0
20487;186569683015820251201;2025-12-01;18;66239443;0
33313;186596979100320251001;2025-10-01;18;8823568;0
7922;186596989684020260201;2026-02-01;18;8823568;0
33314;186597079100420251001;2025-10-01;18;00008762601;0
27029;186597081169720251101;2025-11-01;18;00008762601;0
33315;186597179100520251001;2025-10-01;18;D7044140787;0
27028;186597181169520251101;2025-11-01;18;D7044140787;0
33316;186597279100620251001;2025-10-01;18;38630176;0
27095;186597287807720251101;2025-11-01;18;38630176;0
33318;186597379100820251001;2025-10-01;18;62736221;0
26804;186597479101020251101;2025-11-01;18;65761553;0
26803;186597579100920251101;2025-11-01;18;44455402;0
7924;186597594013820260201;2026-02-01;18;44455402;0
33320;186597679101220251001;2025-10-01;18;760231620;0
26857;186597679415920251101;2025-11-01;18;760231620;0
33323;186597779101520251001;2025-10-01;18;W7044633148;0
33324;186597879101620251001;2025-10-01;18;129527090;0
39797;186597979101720250901;2025-09-01;18;30582114;0
33327;186640879149820251001;2025-10-01;18;91918120;0
26935;186640880118920251101;2025-11-01;18;91918120;0
26813;186701979337020251101;2025-11-01;18;14032452;0
26817;186707179347320251101;2025-11-01;18;0160327703;0
26818;186707279347420251101;2025-11-01;18;73615994;0
20494;186707283017220251201;2025-12-01;18;73615994;0
26819;186707379347620251101;2025-11-01;18;0001201777;0
26822;186710179352020251101;2025-11-01;18;90789873;0
20501;186710183018720251201;2025-12-01;18;90789873;0
26823;186710479352320251101;2025-11-01;18;4628373;0
20495;186710483017420251201;2025-12-01;18;4628373;0
26824;186713179356620251101;2025-11-01;18;9717889;0
20470;186713183008420251201;2025-12-01;18;9717889;0
26825;186713379356820251101;2025-11-01;18;3013202064;0
20548;186713383024820251201;2025-12-01;18;3013202064;0
33329;186717979364420251001;2025-10-01;18;444305;0
39800;186717981536720250901;2025-09-01;18;444305;0
26828;186721379368620251101;2025-11-01;18;75977133;0
20498;186721383018220251201;2025-12-01;18;75977133;0
26829;186726779375620251101;2025-11-01;18;120808471;0
26830;186726879375820251101;2025-11-01;18;71950630;0
20482;186726883010120251201;2025-12-01;18;71950630;0
26831;186726979376020251101;2025-11-01;18;66419433;0
20491;186726983016520251201;2025-12-01;18;66419433;0
26833;186728379379920251101;2025-11-01;18;40763218;0
20465;186728383007920251201;2025-12-01;18;40763218;0
26834;186728679380320251101;2025-11-01;18;30986474;0
26835;186728779380420251101;2025-11-01;18;4458750;0
20509;186728783019920251201;2025-12-01;18;4458750;0
26836;186728879380520251101;2025-11-01;18;5815886;0
14177;186728887430220260101;2026-01-01;18;5815886;0
26837;186728979380620251101;2025-11-01;18;4573668;0
20467;186728983008120251201;2025-12-01;18;4573668;0
26842;186729179381720251101;2025-11-01;18;50806383;0
14180;186729187430920260101;2026-01-01;18;50806383;0
26845;186729379382220251101;2025-11-01;18;376312;0
20505;186729383019320251201;2025-12-01;18;376312;0
26846;186737879395720251101;2025-11-01;18;11123109;0
20466;186737883008020251201;2025-12-01;18;11123109;0
26847;186739079397920251101;2025-11-01;18;26245656;0
26851;186741879403120251101;2025-11-01;18;2681838;0
26852;186741979403220251101;2025-11-01;18;202921720;0
26853;186742079403320251101;2025-11-01;18;3001226778;0
20531;186742083023120251201;2025-12-01;18;3001226778;0
26854;186742679404020251101;2025-11-01;18;27700780;0
26855;186748079412720251101;2025-11-01;18;52653595;0
26862;186751679419120251101;2025-11-01;18;1051075;0
26866;186753079421420251101;2025-11-01;18;1798600;0
26867;186753979422520251101;2025-11-01;18;2000390271;0
26874;186756179426320251101;2025-11-01;18;3938840;0
14181;186756187431020260101;2026-01-01;18;3938840;0
26873;186756279426220251101;2025-11-01;18;474833505955;0
26875;186756479426820251101;2025-11-01;18;7635095;0
14185;186756487431420260101;2026-01-01;18;7635095;0
26877;186756879427720251101;2025-11-01;18;13535293;0
20458;186756883007220251201;2025-12-01;18;13535293;0
14190;186756887808420260101;2026-01-01;18;13535293;0
26878;186756979427920251101;2025-11-01;18;3004129098;0
20537;186756983023720251201;2025-12-01;18;3004129098;0
26879;186757179428720251101;2025-11-01;18;42598192;0
20455;186757183006920251201;2025-12-01;18;42598192;0
26880;186757279429520251101;2025-11-01;18;4000129167;0
20454;186757283006820251201;2025-12-01;18;4000129167;0
14179;186757287430820260101;2026-01-01;18;4000129167;0
26881;186757379429820251101;2025-11-01;18;17856774;0
26882;186757479430120251101;2025-11-01;18;9772057;0
20459;186757483007320251201;2025-12-01;18;9772057;0
33331;186757579430420251001;2025-10-01;18;3085304973;0
26883;186757779430920251101;2025-11-01;18;14646277;0
20457;186757783007120251201;2025-12-01;18;14646277;0
26885;186758179432020251101;2025-11-01;18;4003893903;0
26886;186758279432120251101;2025-11-01;18;4003249197;0
26888;186759579434720251101;2025-11-01;18;3095799569;0
26889;186760079435320251101;2025-11-01;18;3092358164;0
26892;186763979444920251101;2025-11-01;18;5107611;0
20506;186763983019420251201;2025-12-01;18;5107611;0
26893;186764479446220251101;2025-11-01;18;3012829351;0
20516;186764483020920251201;2025-12-01;18;3012829351;0
26901;186868879786420251101;2025-11-01;18;3092197953;0
26902;186868979786520251101;2025-11-01;18;4001729737;0
26903;186869079786620251101;2025-11-01;18;4003030826;0
26904;186910679896620251101;2025-11-01;18;3044039;0
26907;186910879898220251101;2025-11-01;18;26137780;0
14187;186910887431620260101;2026-01-01;18;26137780;0
26910;186914779925020251101;2025-11-01;18;41790510;0
26911;186914879925120251101;2025-11-01;18;37990900482;0
26912;186914979925420251101;2025-11-01;18;150835149;0
26914;186915079925720251101;2025-11-01;18;4000944124;0
26915;186915179925920251101;2025-11-01;18;42092078;0
26916;186915279926520251101;2025-11-01;18;26560062;0
14193;186915287811820260101;2026-01-01;18;26560062;0
26917;186915379926620251101;2025-11-01;18;35340282;0
20463;186915383007720251201;2025-12-01;18;35340282;0
26918;186915579927120251101;2025-11-01;18;40622991;0
20460;186915583007420251201;2025-12-01;18;40622991;0
26919;186915679927220251101;2025-11-01;18;34588396;0
20452;186915683006620251201;2025-12-01;18;34588396;0
26921;186915779927720251101;2025-11-01;18;3007395507;0
26922;186915979928020251101;2025-11-01;18;40492613;0
26923;186916079928320251101;2025-11-01;18;3001179239;0
26924;186916179928720251101;2025-11-01;18;3011183024;0
26925;186916379929120251101;2025-11-01;18;3001918645;0
26926;186916579929520251101;2025-11-01;18;167874500402;0
26927;186916679929720251101;2025-11-01;18;4000233649;0
14188;186916687431720260101;2026-01-01;18;4000233649;0
26928;186916779929920251101;2025-11-01;18;35616059;0
26929;186916879930320251101;2025-11-01;18;3011048701;0
26930;186917279931320251101;2025-11-01;18;341722201820;0
26931;186917379931420251101;2025-11-01;18;0150460944;0
26932;186917479931520251101;2025-11-01;18;0150464680;0
26933;186917679932020251101;2025-11-01;18;4000155929;0
20446;186917683003020251201;2025-12-01;18;4000155929;0
26934;186917779932120251101;2025-11-01;18;23955520;0
26936;187253280792320251101;2025-11-01;18;0150055600;0
26937;187253380792420251101;2025-11-01;18;0150069209;0
39798;187253480794020250901;2025-09-01;18;7029191276;0
33337;187253480794120251001;2025-10-01;18;7029191276;0
26943;187253580794520251101;2025-11-01;18;65227344;0
33339;187255880808420251001;2025-10-01;18;33277648;0
26950;187255880810620251101;2025-11-01;18;33277648;0
20554;187255887430020251201;2025-12-01;18;33277648;0
33341;187255980808620251001;2025-10-01;18;9852189;0
26973;187255980813720251101;2025-11-01;18;9852189;0
26946;187256280809120251101;2025-11-01;18;4229134;0
26947;187256680809520251101;2025-11-01;18;3132668;0
26948;187257380810420251101;2025-11-01;18;9855336;0
26952;187257480810820251101;2025-11-01;18;11085420;0
26953;187257580810920251101;2025-11-01;18;5297554;0
26954;187257680811020251101;2025-11-01;18;9518428;0
26958;187257980811620251101;2025-11-01;18;6523428;0
26959;187258080811720251101;2025-11-01;18;4000651330;0
26961;187258180811920251101;2025-11-01;18;27968626;0
26966;187258280812420251101;2025-11-01;18;60169414;0
26968;187258580813120251101;2025-11-01;18;5147976;0
26969;187258780813320251101;2025-11-01;18;9426802;0
26970;187258880813420251101;2025-11-01;18;9784601;0
26972;187258980813620251101;2025-11-01;18;38965542;0
26974;187259080813820251101;2025-11-01;18;5153667;0
26977;187259180814220251101;2025-11-01;18;36343684;0
26978;187259480815820251101;2025-11-01;18;9073388;0
26979;187259580816020251101;2025-11-01;18;33708681;0
26981;187259780816620251101;2025-11-01;18;4000620826;0
26982;187259880816720251101;2025-11-01;18;3847966;0
26983;187259980816820251101;2025-11-01;18;2791058;0
26985;187265180822320251101;2025-11-01;18;4001257095;0
26986;187278880905320251101;2025-11-01;18;3014377022;0
26987;187278980905420251101;2025-11-01;18;665781401888;0
26988;187279180905620251101;2025-11-01;18;44130203;0
26989;187279280905920251101;2025-11-01;18;44775670;0
26992;187279980907020251101;2025-11-01;18;7769415;0
26993;187280080907120251101;2025-11-01;18;28326246;0
14191;187280087810320260101;2026-01-01;18;28326246;0
26995;187280180907320251101;2025-11-01;18;26429021;0
14186;187280187431520260101;2026-01-01;18;26429021;0
26996;187280280907420251101;2025-11-01;18;40030458;0
26997;187280380907520251101;2025-11-01;18;55035019;0
26998;187280480907620251101;2025-11-01;18;80827055;0
26999;187280580907720251101;2025-11-01;18;4854551;0
27000;187280880908220251101;2025-11-01;18;3003048285;0
27002;187280980908420251101;2025-11-01;18;3001809182;0
27003;187281080908520251101;2025-11-01;18;567404201841;0
27004;187281180908620251101;2025-11-01;18;212049501850;0
27005;187281380908820251101;2025-11-01;18;68419287;0
27007;187281780909820251101;2025-11-01;18;46037357;0
27009;187283780912920251101;2025-11-01;18;983302701896;0
27010;187285280915620251101;2025-11-01;18;246774101803;0
27011;187285480916020251101;2025-11-01;18;3006132644;0
27013;187286280917820251101;2025-11-01;18;551708401870;0
27014;187286380917920251101;2025-11-01;18;3011193180;0
27018;187410181168220251101;2025-11-01;18;00002231308;0
27019;187410281168320251101;2025-11-01;18;W6018605873;0
27020;187410381168420251101;2025-11-01;18;00002619984;0
27021;187410481168620251101;2025-11-01;18;00002792124;0
27022;187410581168720251101;2025-11-01;18;00002609194;0
27025;187410681169020251101;2025-11-01;18;W7024168589;0
27026;187410781169220251101;2025-11-01;18;00009059548;0
58382;187411681171520250601;2025-06-01;18;2003037879;0
52217;187411681171620250701;2025-07-01;18;2003037879;0
46256;187411681171820250801;2025-08-01;18;2003037879;0
33342;187411681172020251001;2025-10-01;18;2003037879;0
27036;187411681172120251101;2025-11-01;18;2003037879;0
27038;187411881172520251101;2025-11-01;18;2000010094;0
27039;187412181172820251101;2025-11-01;18;3001001987;0
58383;187412381173020250601;2025-06-01;18;3001029346;0
52218;187412381173120250701;2025-07-01;18;3001029346;0
46257;187412381173220250801;2025-08-01;18;3001029346;0
33343;187412381173320251001;2025-10-01;18;3001029346;0
27040;187412381173720251101;2025-11-01;18;3001029346;0
27049;187412981175420251101;2025-11-01;18;405825;0
27050;187413081175520251101;2025-11-01;18;2000035566;0
