"id_processo","data_criacao","valor_estimado","num_movimentacoes","num_anexos","dias_para_deferimento","cliente","tipo_credito"
18234,"2025-09-03 00:00:00",307824.41,40,0,-191,OI,Simples
18233,"2025-08-29 00:00:00",750000.00,14,0,30,THOPEN,Desconhecido
18232,"2025-08-06 00:00:00",0.00,5,0,30,ZILDO LINO,Desconhecido
18230,"2025-08-04 00:00:00",0.00,7,0,30,VIA S.A.,Desconhecido
18231,"2025-08-04 00:00:00",0.00,7,0,30,FRANQUEADOS MCDONALDS,Desconhecido
18228,"2025-07-29 00:00:00",0.00,11,0,30,VIA S.A.,Desconhecido
18229,"2025-07-29 00:00:00",0.00,8,0,30,HAPVIDA ASSISTENCIA MEDICA S.A.,Desconhecido
17667,"2025-07-24 10:47:27",0.00,14,0,111,ACER,Simples
18226,"2025-07-23 09:25:14",1941.75,9,0,30,REAL ALIMENTOS LTDA,Desconhecido
18225,"2025-07-22 00:00:00",2000.00,11,1,30,SER EDUCACIONAL S.A.,Desconhecido
18224,"2025-07-21 17:26:18",37086.08,8,0,30,LEGIAO DA BOA VONTADE,Desconhecido
18223,"2025-06-26 00:00:00",7500.00,12,0,30,COYOTE ALIMENTACAO LTDA,Desconhecido
17665,"2025-06-10 00:00:00",0.00,7,1,30,VIA S.A.,Desconhecido
18222,"2025-06-10 00:00:00",0.00,5,0,30,FRANQUEADOS MCDONALDS,Desconhecido
18220,"2025-06-09 00:00:00",0.00,7,0,30,BEVERDE EMPREENDIMENTOS,Desconhecido
18218,"2025-05-15 00:00:00",0.00,6,0,30,VIA S.A.,Desconhecido
18219,"2025-05-15 00:00:00",0.00,10,0,30,VIA S.A.,Desconhecido
18217,"2025-05-13 00:00:00",0.00,6,0,30,VULCABRAS,Desconhecido
18216,"2025-05-12 00:00:00",0.00,6,0,30,VIA S.A.,Desconhecido
18213,"2025-05-09 00:00:00",0.00,5,0,30,VIA S.A.,Desconhecido
18214,"2025-05-09 00:00:00",0.00,5,0,30,VIA S.A.,Desconhecido
18215,"2025-05-09 00:00:00",0.00,17,0,30,VIA S.A.,Desconhecido
18212,"2025-05-05 00:00:00",0.00,8,0,30,VIA S.A.,Desconhecido
18211,"2025-05-02 00:00:00",86087.00,5,0,30,TIM S.A.,Desconhecido
18210,"2025-04-30 00:00:00",0.00,7,0,30,COYOTE ALIMENTACAO LTDA,Desconhecido
18209,"2025-04-28 11:41:57",0.00,9,0,30,GGF AGRO LTDA,Desconhecido
18208,"2025-04-25 18:14:39",0.00,12,0,30,GGF AGRO LTDA,Desconhecido
18207,"2025-04-23 17:18:24",0.00,5,0,30,VIA S.A.,Desconhecido
18206,"2025-04-23 17:10:59",0.00,5,0,30,VIA S.A.,Desconhecido
18205,"2025-04-23 14:36:03",0.00,11,0,30,GGF AGRO LTDA,Desconhecido
18204,"2025-04-23 11:35:05",0.00,5,0,30,VIA S.A.,Desconhecido
18203,"2025-04-23 11:12:10",0.00,5,0,30,OI,Desconhecido
18202,"2025-04-16 00:00:00",2061.00,9,0,30,OI,Desconhecido
18201,"2025-04-15 14:54:51",0.00,5,0,30,VIA S.A.,Desconhecido
18200,"2025-04-15 13:06:14",0.00,6,0,30,VIA S.A.,Desconhecido
18199,"2025-04-15 11:37:17",0.00,5,0,30,VIA S.A.,Desconhecido
17256,"2025-04-10 19:06:21",0.00,7,0,30,PONTAL ENERGY,Desconhecido
18197,"2025-04-09 12:04:13",0.00,5,0,30,GGF AGRO LTDA,Desconhecido
16366,"2025-04-09 12:00:33",0.00,12,0,30,VIA S.A.,Desconhecido
18195,"2025-04-03 17:41:13",0.00,8,0,30,VIA S.A.,Desconhecido
18194,"2025-04-01 10:15:44",0.00,15,0,30,VIA S.A.,Desconhecido
18193,"2025-03-25 13:52:11",0.00,9,0,30,VIA S.A.,Desconhecido
18192,"2025-03-21 10:52:55",0.00,5,0,30,HOSPITAL ISRAELITA ALBERT EINSTEIN,Desconhecido
18191,"2025-03-18 17:02:32",14008.00,8,0,30,TIM S.A.,Desconhecido
18190,"2025-03-12 09:38:22",0.00,11,0,30,VIA S.A.,Desconhecido
18189,"2025-03-11 12:25:39",9.94,6,0,30,CLARO,Desconhecido
18188,"2025-03-11 12:14:48",2204.90,8,0,30,CLARO,Desconhecido
18187,"2025-03-11 10:27:09",0.00,18,0,150,VIA S.A.,Desconhecido
18186,"2025-03-07 13:37:54",0.00,13,0,30,VIA S.A.,Desconhecido
18185,"2025-02-28 16:23:43",0.00,13,0,257,VIA S.A.,Simples
18184,"2025-02-28 16:01:00",0.00,9,0,30,VIA S.A.,Desconhecido
18183,"2025-02-28 15:43:20",0.00,5,0,30,VIA S.A.,Desconhecido
18182,"2025-02-28 09:07:50",1000.00,17,0,244,VIA S.A.,Simples
18181,"2025-02-28 00:00:00",180000.00,8,0,30,OI,Desconhecido
18180,"2025-02-26 17:28:27",0.00,5,0,30,VIA S.A.,Desconhecido
18239,"2025-02-26 10:50:28",0.00,7,0,30,VIA S.A.,Desconhecido
18178,"2025-02-26 10:44:38",0.00,10,0,30,LEGIAO DA BOA VONTADE,Desconhecido
17980,"2025-02-26 10:42:10",0.00,9,0,30,LEGIAO DA BOA VONTADE,Desconhecido
18176,"2025-02-24 16:03:25",25000.00,12,0,30,VIA S.A.,Desconhecido
18175,"2025-02-24 12:23:54",135.00,5,0,30,OI,Desconhecido
18174,"2025-02-19 17:37:30",0.00,5,0,30,VIA S.A.,Desconhecido
18173,"2025-02-11 00:00:00",1000.00,9,0,30,VIA S.A.,Desconhecido
18172,"2025-02-03 00:00:00",0.00,10,0,30,VIA S.A.,Desconhecido
18171,"2025-01-30 00:00:00",0.00,7,0,30,ABRAO REZE COMERCIO DE VEICULOS LTDA,Desconhecido
18170,"2025-01-23 09:41:06",0.00,40,0,46,COYOTE ALIMENTACAO LTDA,Simples
18020,"2025-01-22 00:00:00",0.00,14,0,30,VIA S.A.,Desconhecido
18157,"2025-01-22 00:00:00",0.00,15,0,30,VIA S.A.,Desconhecido
18158,"2025-01-22 00:00:00",0.00,14,0,30,VIA S.A.,Desconhecido
18159,"2025-01-22 00:00:00",0.00,15,0,30,VIA S.A.,Desconhecido
18160,"2025-01-22 00:00:00",0.00,11,0,30,VIA S.A.,Desconhecido
18161,"2025-01-22 00:00:00",0.00,12,0,30,VIA S.A.,Desconhecido
18162,"2025-01-22 00:00:00",0.00,12,0,30,VIA S.A.,Desconhecido
18163,"2025-01-22 00:00:00",0.00,12,0,30,VIA S.A.,Desconhecido
18164,"2025-01-22 00:00:00",0.00,14,0,30,VIA S.A.,Desconhecido
18165,"2025-01-22 00:00:00",0.00,11,0,30,VIA S.A.,Desconhecido
18166,"2025-01-22 00:00:00",0.00,12,0,30,VIA S.A.,Desconhecido
18168,"2025-01-22 00:00:00",0.00,13,0,30,VIA S.A.,Desconhecido
18169,"2025-01-22 00:00:00",0.00,17,0,30,VIA S.A.,Desconhecido
18296,"2025-01-22 00:00:00",0.00,10,0,30,VIA S.A.,Desconhecido
18152,"2025-01-21 00:00:00",0.00,10,0,30,VIA S.A.,Desconhecido
18153,"2025-01-21 00:00:00",0.00,10,0,30,VIA S.A.,Desconhecido
18154,"2025-01-21 00:00:00",0.00,9,0,30,VIA S.A.,Desconhecido
18155,"2025-01-21 00:00:00",0.00,9,0,30,VIA S.A.,Desconhecido
18156,"2025-01-21 00:00:00",0.00,9,0,30,VIA S.A.,Desconhecido
18295,"2025-01-21 00:00:00",100000.00,12,0,30,VIA S.A.,Desconhecido
18151,"2025-01-20 14:10:44",0.00,55,0,112,VIA S.A.,Simples
18150,"2025-01-20 14:08:44",0.00,12,0,30,VIA S.A.,Desconhecido
18149,"2025-01-20 10:25:22",1864.98,14,0,30,OI,Desconhecido
17972,"2025-01-20 00:00:00",0.00,14,0,30,VIA S.A.,Desconhecido
18007,"2025-01-20 00:00:00",0.00,17,0,30,VIA S.A.,Desconhecido
18013,"2025-01-20 00:00:00",0.00,17,0,30,VIA S.A.,Desconhecido
18148,"2025-01-20 00:00:00",0.00,15,0,30,VIA S.A.,Desconhecido
18144,"2025-01-10 14:07:53",0.00,5,0,30,NAZARIA,Desconhecido
17970,"2025-01-08 14:43:04",1000.00,5,0,30,HOSPITAL ISRAELITA ALBERT EINSTEIN,Desconhecido
18142,"2025-01-08 00:00:00",1000000.00,43,0,15,OI,Simples
18129,"2025-01-03 00:00:00",0.00,12,0,30,VIA S.A.,Desconhecido
18130,"2025-01-03 00:00:00",0.00,13,0,30,VIA S.A.,Desconhecido
18131,"2025-01-03 00:00:00",0.00,11,0,30,VIA S.A.,Desconhecido
18132,"2025-01-03 00:00:00",0.00,11,0,30,VIA S.A.,Desconhecido
18133,"2025-01-03 00:00:00",0.00,11,0,30,VIA S.A.,Desconhecido
18134,"2025-01-03 00:00:00",0.00,11,0,30,VIA S.A.,Desconhecido
18135,"2025-01-03 00:00:00",0.00,11,0,30,VIA S.A.,Desconhecido
18136,"2025-01-03 00:00:00",0.00,11,0,30,VIA S.A.,Desconhecido
18137,"2025-01-03 00:00:00",0.00,11,0,30,VIA S.A.,Desconhecido
18138,"2025-01-03 00:00:00",0.00,10,0,30,VIA S.A.,Desconhecido
18139,"2025-01-03 00:00:00",0.00,11,0,30,VIA S.A.,Desconhecido
18140,"2025-01-03 00:00:00",0.00,11,0,30,VIA S.A.,Desconhecido
18141,"2025-01-03 00:00:00",0.00,11,0,30,VIA S.A.,Desconhecido
18128,"2024-12-20 14:34:53",138296.00,8,0,30,OI,Desconhecido
18127,"2024-12-20 14:15:03",1000.00,15,0,30,HOSPITAL ISRAELITA ALBERT EINSTEIN,Desconhecido
18126,"2024-12-19 16:52:03",1000.00,6,0,30,VIA S.A.,Desconhecido
18125,"2024-12-19 16:51:20",0.00,12,0,30,VIA S.A.,Desconhecido
18124,"2024-12-19 16:50:36",0.00,10,0,30,VIA S.A.,Desconhecido
18123,"2024-12-19 16:50:03",0.00,5,0,30,VIA S.A.,Desconhecido
18122,"2024-11-26 16:53:38",0.00,7,0,30,VULCABRAS,Desconhecido
18121,"2024-11-25 14:51:57",100.00,6,0,30,LEGIAO DA BOA VONTADE,Desconhecido
18120,"2024-11-18 00:00:00",0.00,20,0,25,BP BUNGE,Simples
18119,"2024-11-13 16:45:09",6983.88,13,0,30,OI,Desconhecido
18118,"2024-11-06 10:18:34",0.00,34,0,30,VITALLIS CENTRO MEDICO,Desconhecido
18117,"2024-11-06 10:15:14",0.00,9,0,30,VITALLIS CENTRO MEDICO,Desconhecido
18116,"2024-11-06 10:11:02",0.00,9,0,30,VITALLIS CENTRO MEDICO,Desconhecido
18115,"2024-11-06 10:08:35",0.00,9,0,30,VITALLIS CENTRO MEDICO,Desconhecido
18114,"2024-11-06 10:06:47",1000.00,10,0,30,VITALLIS CENTRO MEDICO,Desconhecido
18113,"2024-10-31 14:32:22",10000.00,5,0,30,OI,Desconhecido
18112,"2024-10-30 15:07:46",20542.00,5,0,30,OI,Desconhecido
18111,"2024-10-29 16:30:24",6000.00,37,0,211,AGENCIA VIP AIR ENERGY ADVISOR,Simples
18110,"2024-10-17 16:36:53",20000.00,23,0,30,AGENCIA VIP AIR ENERGY ADVISOR,Desconhecido
18109,"2024-09-24 11:19:48",2000.00,27,0,22,AGENCIA NETLUX ENERGY ADVISOR,Simples
18108,"2024-09-20 00:00:00",2000.00,6,0,30,OI,Desconhecido
18107,"2024-09-18 00:00:00",79214.00,9,0,30,GGF AGRO LTDA,Desconhecido
18106,"2024-09-12 00:00:00",1000.00,17,0,30,VIVO VALORIZA,Desconhecido
18098,"2024-09-10 00:00:00",1000.00,10,0,30,PREFEITURA DE IBIAI,Desconhecido
18099,"2024-09-10 00:00:00",1000.00,11,0,30,PREFEITURA DE IBIAI,Desconhecido
18100,"2024-09-10 00:00:00",1000.00,10,0,30,PREFEITURA DE IBIAI,Desconhecido
18101,"2024-09-10 00:00:00",1000.00,10,0,30,PREFEITURA DE IBIAI,Desconhecido
18102,"2024-09-10 00:00:00",1000.00,11,0,30,PREFEITURA DE IBIAI,Desconhecido
18103,"2024-09-10 00:00:00",1000.00,11,0,30,PREFEITURA DE IBIAI,Desconhecido
18104,"2024-09-10 00:00:00",1000.00,11,0,30,PREFEITURA DE IBIAI,Desconhecido
18105,"2024-09-10 00:00:00",72000.00,15,0,30,GGF AGRO LTDA,Desconhecido
18094,"2024-09-09 00:00:00",1000.00,16,0,30,GGF AGRO LTDA,Desconhecido
18095,"2024-09-09 00:00:00",1000.00,16,0,30,GGF AGRO LTDA,Desconhecido
18096,"2024-09-09 00:00:00",1000.00,11,0,30,GGF AGRO LTDA,Desconhecido
18097,"2024-09-09 00:00:00",1000.00,11,0,30,GGF AGRO LTDA,Desconhecido
18093,"2024-09-05 00:00:00",0.00,26,0,30,AGENCIA VIP AIR ENERGY ADVISOR,Desconhecido
18092,"2024-08-30 10:12:27",0.00,11,0,30,OI,Desconhecido
18091,"2024-08-30 09:49:26",2500000.00,31,0,30,OI,Desconhecido
18090,"2024-08-30 09:06:46",2000.00,10,0,30,OI,Desconhecido
18089,"2024-08-23 00:00:00",0.00,26,0,30,VULCABRAS,Desconhecido
18088,"2024-08-22 13:57:29",3000.00,30,0,30,OI,Dobro
18087,"2024-08-21 08:23:28",30000.00,10,0,30,OI,Desconhecido
18086,"2024-08-20 16:13:58",15000.00,7,0,30,OI,Desconhecido
18085,"2024-08-20 16:11:46",20000.00,32,0,125,OI,Dobro
18084,"2024-08-20 15:18:56",2000.00,7,0,30,OI,Desconhecido
18083,"2024-08-20 15:12:34",1500.00,12,0,30,OI,Desconhecido
18082,"2024-08-20 15:04:32",5000.00,7,0,30,OI,Desconhecido
18081,"2024-08-19 16:02:43",3000.00,7,0,30,OI,Desconhecido
18080,"2024-08-19 15:53:41",12000.00,7,0,30,OI,Desconhecido
18079,"2024-08-19 15:40:20",6000.00,10,0,30,OI,Desconhecido
18078,"2024-08-19 15:36:30",5000.00,9,0,30,OI,Desconhecido
18077,"2024-08-19 14:58:51",3000.00,7,0,30,OI,Desconhecido
18076,"2024-08-16 14:49:26",0.00,9,0,30,VIA S.A.,Desconhecido
18075,"2024-08-16 14:33:44",0.00,10,0,30,VIA S.A.,Desconhecido
18074,"2024-08-16 14:25:29",0.00,8,0,30,VIA S.A.,Desconhecido
18073,"2024-08-16 14:05:30",0.00,12,0,30,VIA S.A.,Desconhecido
18072,"2024-08-16 14:03:34",0.00,8,0,30,VIA S.A.,Desconhecido
18071,"2024-08-16 13:42:49",0.00,7,0,30,VIA S.A.,Desconhecido
18070,"2024-08-16 13:28:06",0.00,12,0,30,VIA S.A.,Desconhecido
18069,"2024-08-16 13:00:05",1000.00,10,0,30,VIA S.A.,Desconhecido
18068,"2024-08-16 09:43:16",0.00,13,0,30,VIA S.A.,Desconhecido
18067,"2024-08-16 09:17:27",0.00,12,0,30,VIA S.A.,Desconhecido
18066,"2024-08-16 09:07:01",1000.00,8,0,30,VIA S.A.,Desconhecido
16890,"2024-08-16 08:53:47",0.00,15,0,30,VIA S.A.,Desconhecido
18064,"2024-08-16 08:45:02",0.00,13,0,30,VIA S.A.,Desconhecido
18063,"2024-08-16 08:23:01",0.00,14,0,30,VIA S.A.,Desconhecido
18062,"2024-08-14 15:07:35",1000.00,13,0,30,VIA S.A.,Desconhecido
18061,"2024-08-14 14:48:32",1000.00,5,0,30,VIA S.A.,Desconhecido
18060,"2024-08-14 10:27:31",10000.00,13,0,30,VIA S.A.,Desconhecido
18059,"2024-08-14 10:11:22",0.00,12,0,30,VIA S.A.,Desconhecido
18058,"2024-08-14 09:46:02",0.00,12,0,30,VIA S.A.,Desconhecido
18057,"2024-08-14 09:13:39",0.00,11,0,30,VIA S.A.,Desconhecido
18056,"2024-08-09 16:41:12",0.00,10,0,30,VIA S.A.,Desconhecido
18055,"2024-08-09 16:33:12",0.00,14,0,30,VIA S.A.,Desconhecido
18054,"2024-08-09 16:29:38",0.00,15,0,30,VIA S.A.,Desconhecido
18053,"2024-08-09 08:18:25",1000.00,12,0,30,VIA S.A.,Desconhecido
18052,"2024-08-08 16:10:52",0.00,16,0,30,VIA S.A.,Desconhecido
18003,"2024-08-08 15:20:34",0.00,11,0,30,VIA S.A.,Desconhecido
18050,"2024-08-08 10:01:58",40000.00,10,0,30,VIA S.A.,Desconhecido
18049,"2024-08-08 09:48:21",5000.00,10,0,30,VIA S.A.,Desconhecido
18048,"2024-08-08 09:32:44",0.00,14,0,30,VIA S.A.,Desconhecido
18047,"2024-08-08 08:38:11",1000.00,12,0,30,VIA S.A.,Desconhecido
18294,"2024-08-08 00:00:00",1000.00,11,0,30,VIA S.A.,Desconhecido
18046,"2024-08-06 10:13:48",0.00,14,0,30,VIA S.A.,Desconhecido
18045,"2024-08-06 09:40:33",0.00,13,0,30,VIA S.A.,Desconhecido
18044,"2024-08-06 09:17:22",1000.00,10,0,30,VIA S.A.,Desconhecido
18043,"2024-08-06 09:01:20",0.00,11,0,30,VIA S.A.,Desconhecido
16940,"2024-08-01 16:24:07",0.00,12,0,30,VIA S.A.,Desconhecido
18041,"2024-08-01 16:04:27",1000.00,9,0,30,VIA S.A.,Desconhecido
18040,"2024-08-01 15:36:53",40000.00,8,0,30,VIA S.A.,Desconhecido
18039,"2024-07-31 08:08:09",0.00,10,0,30,VIA S.A.,Desconhecido
18038,"2024-07-30 16:08:38",1000.00,9,0,30,VIA S.A.,Desconhecido
18037,"2024-07-30 15:51:25",1000.00,8,0,30,VIA S.A.,Desconhecido
18036,"2024-07-30 13:39:21",1500.00,9,0,30,VIA S.A.,Desconhecido
18035,"2024-07-30 10:51:49",0.00,9,0,30,VIA S.A.,Desconhecido
18034,"2024-07-26 15:06:52",249307.00,48,3,472,VIA S.A.,Simples
18033,"2024-07-25 13:39:03",0.00,5,0,30,VIA S.A.,Desconhecido
18032,"2024-07-19 15:33:45",5000.00,9,0,30,OI,Desconhecido
18031,"2024-07-19 15:14:45",4000.00,19,0,30,OI,Desconhecido
18030,"2024-07-19 10:57:49",3000.00,16,0,30,OI,Desconhecido
18029,"2024-07-19 09:57:32",8000.00,15,0,30,OI,Desconhecido
18028,"2024-07-19 09:03:18",10000.00,15,0,30,OI,Desconhecido
18027,"2024-07-19 08:10:24",13000.00,15,0,30,OI,Desconhecido
18026,"2024-07-18 16:14:00",40000.00,15,0,30,OI,Desconhecido
18025,"2024-07-18 13:17:17",40000.00,15,0,30,OI,Desconhecido
18024,"2024-07-18 13:03:25",10000.00,15,0,30,OI,Desconhecido
18023,"2024-07-18 11:33:07",18000.00,14,0,30,OI,Desconhecido
18022,"2024-07-18 11:18:22",7000.00,26,0,30,OI,Dobro
18021,"2024-07-18 11:14:01",4500.00,40,0,30,OI,Dobro
18196,"2024-07-18 10:56:05",10000.00,19,0,30,OI,Desconhecido
18019,"2024-07-18 10:16:05",1500.00,15,0,30,OI,Desconhecido
18018,"2024-07-18 00:00:00",3512154.00,11,0,30,CEJASA COMERCIO DE ALIMENTOS LTDA,Desconhecido
18017,"2024-07-17 11:16:48",3000.00,15,0,30,OI,Desconhecido
18016,"2024-07-17 11:09:18",10000.00,53,0,217,OI,Simples
18015,"2024-07-17 11:04:51",10000.00,9,0,30,OI,Desconhecido
18014,"2024-07-17 10:59:12",30000.00,10,0,30,OI,Desconhecido
16624,"2024-07-17 10:46:30",10000.00,16,0,442,OI,Simples
18012,"2024-07-16 16:26:14",12000.00,14,0,30,OI,Desconhecido
18011,"2024-07-16 16:22:04",9000.00,15,0,30,OI,Desconhecido
18010,"2024-07-16 16:15:32",5000.00,14,0,30,OI,Desconhecido
18009,"2024-07-16 16:04:42",3000.00,8,0,30,OI,Desconhecido
18008,"2024-07-15 11:16:09",6500.00,8,0,30,OI,Desconhecido
16736,"2024-07-15 11:00:19",12000.00,18,0,452,OI,Dobro
18006,"2024-07-15 10:52:55",11000.00,13,0,30,OI,Desconhecido
18005,"2024-07-15 10:45:53",20000.00,13,0,30,OI,Desconhecido
18004,"2024-07-15 10:39:35",7000.00,14,0,30,OI,Desconhecido
16901,"2024-07-15 10:36:51",3000.00,19,0,450,OI,Dobro
18002,"2024-07-15 10:32:57",5000.00,8,0,30,OI,Desconhecido
18001,"2024-07-10 16:17:09",50000.00,16,0,30,OI,Desconhecido
18000,"2024-07-10 15:36:07",4000.00,13,0,30,OI,Desconhecido
17999,"2024-07-10 15:30:33",4000.00,8,0,30,OI,Desconhecido
17998,"2024-07-10 15:19:53",8000.00,12,0,30,OI,Desconhecido
17997,"2024-07-10 12:03:41",9000.00,41,0,30,OI,Dobro
17996,"2024-07-10 11:58:23",5000.00,8,0,30,OI,Desconhecido
17995,"2024-07-10 11:51:15",7000.00,16,0,30,OI,Desconhecido
17994,"2024-07-10 11:48:05",4000.00,8,0,30,OI,Desconhecido
17993,"2024-07-04 15:03:34",3000.00,16,0,30,OI,Desconhecido
17992,"2024-07-04 14:57:20",26000.00,16,0,30,OI,Desconhecido
17991,"2024-07-04 14:52:16",10000.00,26,0,30,OI,Desconhecido
17990,"2024-07-04 14:43:57",17000.00,11,0,30,OI,Desconhecido
17989,"2024-07-04 14:40:22",5000.00,16,0,30,OI,Desconhecido
17988,"2024-07-04 14:35:36",9000.00,16,0,30,OI,Desconhecido
17987,"2024-07-04 14:29:12",45000.00,16,0,30,OI,Desconhecido
17986,"2024-07-03 16:42:24",10000.00,27,0,205,OI,Simples
17985,"2024-07-03 16:36:32",5000.00,7,0,30,OI,Desconhecido
17984,"2024-07-03 16:34:05",9000.00,8,0,30,OI,Desconhecido
17983,"2024-07-03 16:20:14",16000.00,16,0,30,OI,Desconhecido
17982,"2024-07-03 13:58:19",3000.00,16,0,30,OI,Desconhecido
17981,"2024-07-03 13:53:08",9000.00,16,0,30,OI,Desconhecido
18227,"2024-07-03 13:49:23",7000.00,17,0,453,OI,Simples
17979,"2024-07-03 13:43:18",8000.00,16,0,30,OI,Desconhecido
17978,"2024-07-03 13:35:32",10000.00,26,0,30,OI,Desconhecido
17977,"2024-07-03 13:31:53",10000.00,17,0,30,OI,Desconhecido
17976,"2024-07-03 13:25:16",20000.00,8,0,30,OI,Desconhecido
