id_processo,data_criacao,dias_para_deferimento,status_analise,estado,concessionaria,valor_estimado,num_movimentacoes,num_anexos,passou_analise,tipo_irregularidade
18276,2025-11-25 20:55:32,35,Desconhecido,2025895729,COMPANHIA PIRATININGA DE FORCA E LUZ,30000.0,14,4,0,COMPENSAÇÃO
18265,2025-11-24 20:11:13,30,Desconhecido,8445672,CPFL ENERGIA S.A.,5000.0,5,1,0,CONSUMO
18258,2025-11-13 18:04:37,30,Desconhecido,39682595,ELEKTRO REDES S.A.,42000.0,10,4,1,FATURAMENTO
18255,2025-11-07 12:49:56,-16,Desconhecido,88908477,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,80000.0,16,1,0,FATURAMENTO
18254,2025-11-06 17:21:44,30,Desconhecido,828506913,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,42000.0,9,2,0,FATURAMENTO
18253,2025-11-06 17:16:04,32,Desconhecido,828264299,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,42000.0,17,2,0,FATURAMENTO
18252,2025-11-06 13:32:46,102,Desconhecido,54921406,ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S.A.,40000.0,17,1,1,COMPENSAÇÃO
18251,2025-11-06 12:12:32,30,Desconhecido,58874402,ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S.A.,45000.0,9,1,0,COMPENSAÇÃO
18245,2025-10-13 00:00:00,30,Desconhecido,6000073985,ENERGISA TO,30000.0,11,0,0,FATURAMENTO
18246,2025-10-13 00:00:00,30,Desconhecido,3001001870,ENERGISA TO,80000.0,5,0,0,FATURAMENTO
18247,2025-10-13 00:00:00,30,Desconhecido,130409901,ENERGISA TO,300000.0,7,0,0,FATURAMENTO
18248,2025-10-13 00:00:00,9,Desconhecido,W9007763023 ,ENERGISA TO,80000.0,15,1,0,FATURAMENTO
18244,2025-10-10 00:00:00,6,Desconhecido,W9012463502,ENERGISA MT,18000.0,18,1,0,FATURAMENTO
18243,2025-10-07 00:00:00,30,Desconhecido,W9012463502,ENERGISA MT,180000.0,9,0,0,SCEE
18242,2025-09-30 00:00:00,30,Desconhecido,6874825,Celpe (Neoenergia),4000.0,6,0,0,SERVIÇO
18241,2025-09-26 00:00:00,30,Desconhecido,39414493,EDP SP,10000.0,10,0,0,COMPENSAÇÃO
18240,2025-09-25 00:00:00,30,Desconhecido,4668065,NEOENERGIA BRASILIA (CEB),15000.0,8,0,0,COMPENSAÇÃO
16324,2025-09-15 00:00:00,30,Desconhecido,3020317,ENERGISA MT,20000.0,8,0,0,SCEE
18235,2025-09-09 00:00:00,30,Desconhecido,951331,EQUATORIAL PI,0.0,6,0,0,FATURAMENTO
18236,2025-09-09 00:00:00,30,Desconhecido,12329690,EQUATORIAL PI,0.0,14,0,0,FATURAMENTO
18237,2025-09-09 00:00:00,30,Desconhecido,17479266,EQUATORIAL PI,0.0,10,0,0,FATURAMENTO
18238,2025-09-09 00:00:00,30,Desconhecido,45664862,ENEL SP,0.0,8,0,0,SCEE
18234,2025-09-03 00:00:00,-191,Desconhecido,3003293084,CEMIG,307824.41,40,0,0,FATURAMENTO
18233,2025-08-29 00:00:00,30,Desconhecido,57666064 ,ENEL CE,750000.0,14,0,0,SERVIÇO
18232,2025-08-06 00:00:00,30,Desconhecido,9638326,CPFL PAULISTA,0.0,5,0,0,DÚVIDA
18230,2025-08-04 00:00:00,30,Desconhecido,400032751,LIGHT,0.0,7,0,0,DÚVIDA
18231,2025-08-04 00:00:00,30,Desconhecido,420984981,LIGHT,0.0,7,0,0,DÚVIDA
18228,2025-07-29 00:00:00,30,Desconhecido,183896351,SABESP SAO PAULO,0.0,11,0,0,DÚVIDA
18229,2025-07-29 00:00:00,30,Desconhecido,21244,DAE JUNDIAÍ,0.0,8,0,1,LEITURA
17667,2025-07-24 10:47:27,111,Desconhecido,3012139594,CEMIG,0.0,14,0,0,LEITURA
18226,2025-07-23 09:25:14,30,Desconhecido,2091451230,CPFL PIRATININGA,1941.75,9,0,0,CADASTRO
18225,2025-07-22 00:00:00,30,Desconhecido,435104,EQUATORIAL PA,2000.0,11,1,0,FATURAMENTO
18224,2025-07-21 17:26:18,30,Desconhecido,4001177999,CPFL PAULISTA,37086.08,8,0,0,COMPENSAÇÃO
18223,2025-06-26 00:00:00,30,Desconhecido,14017792,EQUATORIAL PI,7500.0,12,0,0,CONSUMO
17665,2025-06-10 00:00:00,30,Desconhecido,200011568,ENEL SP,0.0,7,1,0,COMPENSAÇÃO
18222,2025-06-10 00:00:00,30,Desconhecido,44371470,ELEKTRO SP,0.0,5,0,0,LEITURA
18220,2025-06-09 00:00:00,30,Desconhecido,59932466,ENEL RIO,0.0,7,0,0,SCEE
18218,2025-05-15 00:00:00,30,Desconhecido,2369982,BRK,0.0,6,0,0,CONSUMO
18219,2025-05-15 00:00:00,30,Desconhecido,396926630,SABESP SAO PAULO,0.0,10,0,0,CONSUMO
18217,2025-05-13 00:00:00,30,Desconhecido,1439760,ENEL CE,0.0,6,0,0,FATURAMENTO
18216,2025-05-12 00:00:00,30,Desconhecido,113735,PROLAGOS,0.0,6,0,0,CONSUMO
18213,2025-05-09 00:00:00,30,Desconhecido,15776,SEMAE SÃO JOSE DO RIO PRETO,0.0,5,0,0,CONSUMO
18214,2025-05-09 00:00:00,30,Desconhecido,1896401,ZONA OESTE MAIS SANEAMENTO,0.0,5,0,0,CONSUMO
18215,2025-05-09 00:00:00,30,Desconhecido,10142630,CORSAN,0.0,17,0,0,CONSUMO
18212,2025-05-05 00:00:00,30,Desconhecido,18868171,BRK,0.0,8,0,0,CONSUMO
18211,2025-05-02 00:00:00,30,Desconhecido,1000016414,EQUATORIAL PA,86087.0,5,0,0,FATURAMENTO
18210,2025-04-30 00:00:00,30,Desconhecido,17707218,EQUATORIAL PI,0.0,7,0,0,SCEE
18209,2025-04-28 11:41:57,30,Desconhecido,W9012463502,ENERGISA MT,0.0,9,0,0,SCEE
18208,2025-04-25 18:14:39,30,Desconhecido,W9014024085,ENERGISA MT,0.0,12,0,0,SCEE
18207,2025-04-23 17:18:24,30,Desconhecido,3012455691,CEMIG,0.0,5,0,0,CONSUMO
18206,2025-04-23 17:10:59,30,Desconhecido,3006466228,CEMIG,0.0,5,0,0,CONSUMO
18205,2025-04-23 14:36:03,30,Desconhecido,3020317,ENERGISA MT,0.0,11,0,0,COMPENSAÇÃO
18204,2025-04-23 11:35:05,30,Desconhecido,11762870,COPASA,0.0,5,0,0,CONSUMO
18203,2025-04-23 11:12:10,30,Desconhecido,76959961,COPEL,0.0,5,0,0,LEITURA
18202,2025-04-16 00:00:00,30,Desconhecido,10619734,CELESC,2061.0,9,0,0,COMPENSAÇÃO
18201,2025-04-15 14:54:51,30,Desconhecido,472069,DEMEI,0.0,5,0,0,CONSUMO
18200,2025-04-15 13:06:14,30,Desconhecido,29623812,ELEKTRO SP,0.0,6,0,0,CONSUMO
18199,2025-04-15 11:37:17,30,Desconhecido,12084417,NEOENERGIA BRASILIA (CEB),0.0,5,0,0,CONSUMO
17256,2025-04-10 19:06:21,30,Desconhecido,9010599,ENEL CE,0.0,7,0,0,FATURAMENTO
18197,2025-04-09 12:04:13,30,Desconhecido,2167569,ENERGISA MT,0.0,5,0,0,LEITURA
16366,2025-04-09 12:00:33,30,Desconhecido,1515748,DMAE PORTO ALEGRE,0.0,12,0,0,COMPENSAÇÃO
18195,2025-04-03 17:41:13,30,Desconhecido,251777880,SABESP SAO PAULO,0.0,8,0,0,CONSUMO
18194,2025-04-01 10:15:44,30,Desconhecido,67066739,SABESP SAO PAULO,0.0,15,0,0,CONSUMO
18193,2025-03-25 13:52:11,30,Desconhecido,989390098,SABESP GUARULHOS,0.0,9,0,0,CONSUMO
18192,2025-03-21 10:52:55,30,Desconhecido,20244886,ENEL SP,0.0,5,0,0,CONSUMO
18191,2025-03-18 17:02:32,30,Desconhecido,1017510439,ENERGISA MS,14008.0,8,0,0,DÚVIDA
18190,2025-03-12 09:38:22,30,Desconhecido,5056721,COSANPA,0.0,11,0,0,CONSUMO
18189,2025-03-11 12:25:39,30,Desconhecido,421069239,LIGHT,9.94,6,0,0,COMPENSAÇÃO
18188,2025-03-11 12:14:48,30,Desconhecido,413641251,LIGHT,2204.9,8,0,0,COMPENSAÇÃO
18187,2025-03-11 10:27:09,150,Desconhecido,1014308,BRK MAUÁ,0.0,18,0,0,CONSUMO
18186,2025-03-07 13:37:54,30,Desconhecido,96098651,SABESP SAO PAULO,0.0,13,0,0,CONSUMO
18185,2025-02-28 16:23:43,257,Desconhecido,2436434,SAAE ESTÂNCIA,0.0,13,0,0,CONSUMO
18184,2025-02-28 16:01:00,30,Desconhecido,612510996,ENERGISA MT,0.0,9,0,0,CONSUMO
18183,2025-02-28 15:43:20,30,Desconhecido,413527715,LIGHT,0.0,5,0,0,CONSUMO
18182,2025-02-28 09:07:50,244,Desconhecido,4016124040,ÁGUAS DO RIO,1000.0,17,0,0,LEITURA
18181,2025-02-28 00:00:00,30,Desconhecido,3000540632,EQUATORIAL PI,180000.0,8,0,0,LEITURA
18180,2025-02-26 17:28:27,30,Desconhecido,39414493,EDP SP,0.0,5,0,0,DÚVIDA
18239,2025-02-26 10:50:28,30,Desconhecido,42765,DAAE ARARAQUARA,0.0,7,0,0,CONSUMO
18178,2025-02-26 10:44:38,30,Desconhecido,543268,SANEAGO,0.0,10,0,0,FATURAMENTO
17980,2025-02-26 10:42:10,30,Desconhecido,1002851120,SANEAGO,0.0,9,0,0,DÚVIDA
18176,2025-02-24 16:03:25,30,Desconhecido,192852213,SABESP SAO PAULO,25000.0,12,0,0,CONSUMO
18175,2025-02-24 12:23:54,30,Desconhecido,11479892,NEOENERGIA BRASILIA (CEB),135.0,5,0,0,LEITURA
18174,2025-02-19 17:37:30,30,Desconhecido,200006285,ENEL SP,0.0,5,0,0,CONSUMO
18173,2025-02-11 00:00:00,30,Desconhecido,108956717,SABESP SAO PAULO,1000.0,9,0,0,CONSUMO
18172,2025-02-03 00:00:00,30,Desconhecido,1028596313,ÁGUAS DO RIO,0.0,10,0,0,CONSUMO
18171,2025-01-30 00:00:00,30,Desconhecido,38251221,ELEKTRO SP,0.0,7,0,0,COMPENSAÇÃO
18170,2025-01-23 09:41:06,46,Desconhecido,14017792,EQUATORIAL PI,0.0,40,0,0,DÚVIDA
18020,2025-01-22 00:00:00,30,Desconhecido,312033,SAAE BACABAL,0.0,14,0,0,CONSUMO
18157,2025-01-22 00:00:00,30,Desconhecido,2064588,CAESB,0.0,15,0,0,CONSUMO
18158,2025-01-22 00:00:00,30,Desconhecido,1424955,CAESB,0.0,14,0,0,CONSUMO
18159,2025-01-22 00:00:00,30,Desconhecido,10993347,COPASA,0.0,15,0,0,CONSUMO
18160,2025-01-22 00:00:00,30,Desconhecido,10181,SAAE PIRAPORA,0.0,11,0,0,CONSUMO
18161,2025-01-22 00:00:00,30,Desconhecido,23242567,COMPESA,0.0,12,0,0,CONSUMO
18162,2025-01-22 00:00:00,30,Desconhecido,49603,DESO,0.0,12,0,0,CONSUMO
18163,2025-01-22 00:00:00,30,Desconhecido,2819120,DESO,0.0,12,0,0,CONSUMO
18164,2025-01-22 00:00:00,30,Desconhecido,17907,SAAE LENÇOIS PAULISTA,0.0,14,0,0,CONSUMO
18165,2025-01-22 00:00:00,30,Desconhecido,217748899,SABESP SAO PAULO,0.0,11,0,0,CONSUMO
18166,2025-01-22 00:00:00,30,Desconhecido,106976591,SABESP SAO PAULO,0.0,12,0,0,CONSUMO
18168,2025-01-22 00:00:00,30,Desconhecido,45880,DEMSUR MURIAE,0.0,13,0,0,CONSUMO
18169,2025-01-22 00:00:00,30,Desconhecido,369765982,SABESP SALTO DE PIRAPORA,0.0,17,0,0,CONSUMO
18296,2025-01-22 00:00:00,30,Desconhecido,4414,SAAE CAXIAS,0.0,10,0,0,CONSUMO
18152,2025-01-21 00:00:00,30,Desconhecido,69719152,EMBASA,0.0,10,0,0,CONSUMO
18153,2025-01-21 00:00:00,30,Desconhecido,27975053,EMBASA,0.0,10,0,0,CONSUMO
18154,2025-01-21 00:00:00,30,Desconhecido,25948725,EMBASA,0.0,9,0,0,CONSUMO
18155,2025-01-21 00:00:00,30,Desconhecido,59205598,EMBASA,0.0,9,0,0,CONSUMO
18156,2025-01-21 00:00:00,30,Desconhecido,26499576,EMBASA,0.0,9,0,0,CONSUMO
18295,2025-01-21 00:00:00,30,Desconhecido,2807,SAAE ITAPETINGA,100000.0,12,0,0,CONSUMO
18151,2025-01-20 14:10:44,112,Desconhecido,1058789,DMAE PORTO ALEGRE,0.0,55,0,0,CONSUMO
18150,2025-01-20 14:08:44,30,Desconhecido,23563869,COPASA,0.0,12,0,0,CONSUMO
18149,2025-01-20 10:25:22,30,Desconhecido,16256751,COPEL,1864.98,14,0,0,LEITURA
17972,2025-01-20 00:00:00,30,Desconhecido,1669383,CAERN,0.0,14,0,0,CONSUMO
18007,2025-01-20 00:00:00,30,Desconhecido,2941327,CAERN,0.0,17,0,0,CONSUMO
18013,2025-01-20 00:00:00,30,Desconhecido,3127977,CAERN,0.0,17,0,0,CONSUMO
18148,2025-01-20 00:00:00,30,Desconhecido,1569456,CAERN,0.0,15,0,0,CONSUMO
18144,2025-01-10 14:07:53,30,Desconhecido,3010359820,EQUATORIAL MAR,0.0,5,0,0,FATURAMENTO
17970,2025-01-08 14:43:04,30,Desconhecido,1002851120,SABESP SAO PAULO,1000.0,5,0,0,CONSUMO
18142,2025-01-08 00:00:00,15,Desconhecido,11480076,NEOENERGIA BRASILIA (CEB),1000000.0,43,0,0,IMPOSTOENCARGO
18129,2025-01-03 00:00:00,30,Desconhecido,4003304241,ÁGUAS DO RIO,0.0,12,0,0,CONSUMO
18130,2025-01-03 00:00:00,30,Desconhecido,1006747891,ÁGUAS DO RIO,0.0,13,0,0,CONSUMO
18131,2025-01-03 00:00:00,30,Desconhecido,1019137344,ÁGUAS DO RIO,0.0,11,0,0,CONSUMO
18132,2025-01-03 00:00:00,30,Desconhecido,1006561045,ÁGUAS DO RIO,0.0,11,0,0,CONSUMO
18133,2025-01-03 00:00:00,30,Desconhecido,4003172270,ÁGUAS DO RIO,0.0,11,0,0,CONSUMO
18134,2025-01-03 00:00:00,30,Desconhecido,100665350,ÁGUAS DO RIO,0.0,11,0,0,CONSUMO
18135,2025-01-03 00:00:00,30,Desconhecido,1006653811,ÁGUAS DO RIO,0.0,11,0,0,CONSUMO
18136,2025-01-03 00:00:00,30,Desconhecido,1015587566,ÁGUAS DO RIO,0.0,11,0,0,CONSUMO
18137,2025-01-03 00:00:00,30,Desconhecido,100012491,ÁGUAS DO RIO,0.0,11,0,0,CONSUMO
18138,2025-01-03 00:00:00,30,Desconhecido,4000793950,ÁGUAS DO RIO,0.0,10,0,0,CONSUMO
18139,2025-01-03 00:00:00,30,Desconhecido,4004507447,ÁGUAS DO RIO,0.0,11,0,0,CONSUMO
18140,2025-01-03 00:00:00,30,Desconhecido,4000558268,ÁGUAS DO RIO,0.0,11,0,0,CONSUMO
18141,2025-01-03 00:00:00,30,Desconhecido,400028090,ÁGUAS DO RIO,0.0,11,0,0,CONSUMO
18128,2024-12-20 14:34:53,30,Desconhecido,22153,CERTAJA,138296.0,8,0,0,LEITURA
18127,2024-12-20 14:15:03,30,Desconhecido,248791001,SABESP SAO PAULO,1000.0,15,0,0,CONSUMO
18126,2024-12-19 16:52:03,30,Desconhecido,W9011826709,ENERGISA SE,1000.0,6,0,0,FATURAMENTO
18125,2024-12-19 16:51:20,30,Desconhecido,204377452,ENEL SP,0.0,12,0,0,COMPENSAÇÃO
18124,2024-12-19 16:50:36,30,Desconhecido,85582751,ENEL SP,0.0,10,0,0,COMPENSAÇÃO
18123,2024-12-19 16:50:03,30,Desconhecido,410825767,LIGHT,0.0,5,0,0,FATURAMENTO
18122,2024-11-26 16:53:38,30,Desconhecido,1439760,ENEL CE,0.0,7,0,0,PID
18121,2024-11-25 14:51:57,30,Desconhecido,1006552135,ÁGUAS DO RIO,100.0,6,0,0,CONSUMO
18120,2024-11-18 00:00:00,25,Desconhecido,18452310,ELEKTRO SP,0.0,20,0,0,FATURAMENTO
18119,2024-11-13 16:45:09,30,Desconhecido,3009001091,CEMIG,6983.88,13,0,0,FATURAMENTO
18118,2024-11-06 10:18:34,30,Desconhecido,Todas,EQUATORIAL PI,0.0,34,0,0,SCEE
18117,2024-11-06 10:15:14,30,Desconhecido,11538023,EQUATORIAL PI,0.0,9,0,0,COMPENSAÇÃO
18116,2024-11-06 10:11:02,30,Desconhecido,6186181,EQUATORIAL PI,0.0,9,0,0,COMPENSAÇÃO
18115,2024-11-06 10:08:35,30,Desconhecido,3754987,EQUATORIAL PI,0.0,9,0,0,COMPENSAÇÃO
18114,2024-11-06 10:06:47,30,Desconhecido,11482397,EQUATORIAL PI,1000.0,10,0,0,COMPENSAÇÃO
18113,2024-10-31 14:32:22,30,Desconhecido,10475219,DMED,10000.0,5,0,0,FATURAMENTO
18112,2024-10-30 15:07:46,30,Desconhecido,37901672,COPEL,20542.0,5,0,0,LEITURA
18111,2024-10-29 16:30:24,211,Desconhecido,1266171,NEOENERGIA BA (COELBA),6000.0,37,0,0,FATURAMENTO
18110,2024-10-17 16:36:53,30,Desconhecido,70003852,NEOENERGIA BA (COELBA),20000.0,23,0,0,FATURAMENTO
18109,2024-09-24 11:19:48,22,Desconhecido,1000002314,EQUATORIAL PI,2000.0,27,0,0,FATURAMENTO
18108,2024-09-20 00:00:00,30,Desconhecido,1575260-7,COCEL,2000.0,6,0,0,FATURAMENTO
18107,2024-09-18 00:00:00,30,Desconhecido,W9012463502,ENERGISA MT,79214.0,9,0,0,FATURAMENTO
18106,2024-09-12 00:00:00,30,Desconhecido,74227980,ENEL SP,1000.0,17,0,0,CONSUMO
18098,2024-09-10 00:00:00,30,Desconhecido,3014529679,CEMIG,1000.0,10,0,0,CONSUMO
18099,2024-09-10 00:00:00,30,Desconhecido,3005887771,CEMIG,1000.0,11,0,0,CONSUMO
18100,2024-09-10 00:00:00,30,Desconhecido,3003276010,CEMIG,1000.0,10,0,0,CONSUMO
18101,2024-09-10 00:00:00,30,Desconhecido,3006315920,CEMIG,1000.0,10,0,0,CONSUMO
18102,2024-09-10 00:00:00,30,Desconhecido,3006678679,CEMIG,1000.0,11,0,0,CONSUMO
18103,2024-09-10 00:00:00,30,Desconhecido,3013423518,CEMIG,1000.0,11,0,0,CONSUMO
18104,2024-09-10 00:00:00,30,Desconhecido,3014900752,CEMIG,1000.0,11,0,0,CONSUMO
18105,2024-09-10 00:00:00,30,Desconhecido,2167569,ENERGISA MT,72000.0,15,0,0,CONSUMO
18094,2024-09-09 00:00:00,30,Desconhecido,1007707,ENERGISA MT,1000.0,16,0,0,FATURAMENTO
18095,2024-09-09 00:00:00,30,Desconhecido,W9012463502,ENERGISA MT,1000.0,16,0,0,FATURAMENTO
18096,2024-09-09 00:00:00,30,Desconhecido,642412668,ENERGISA MT,1000.0,11,0,0,FATURAMENTO
18097,2024-09-09 00:00:00,30,Desconhecido,631385412,ENERGISA MT,1000.0,11,0,0,CONSUMO
18093,2024-09-05 00:00:00,30,Desconhecido,50146453,NEOENERGIA BA (COELBA),0.0,26,0,0,CONSUMO
18092,2024-08-30 10:12:27,30,Desconhecido,4861416,ENEL RIO,0.0,11,0,0,LEITURA
18091,2024-08-30 09:49:26,30,Desconhecido,475898,ENEL RIO,2500000.0,31,0,0,CONSUMO
18090,2024-08-30 09:06:46,30,Desconhecido,2822556,ENEL RIO,2000.0,10,0,0,COMPENSAÇÃO
18089,2024-08-23 00:00:00,30,Desconhecido,1439760,ENEL CE,0.0,26,0,0,FATURAMENTO
18088,2024-08-22 13:57:29,30,Desconhecido,2819307,ENEL CE,3000.0,30,0,0,LEITURA
18087,2024-08-21 08:23:28,30,Desconhecido,818811,ENEL CE,30000.0,10,0,0,COMPENSAÇÃO
18086,2024-08-20 16:13:58,30,Desconhecido,1257631,EDP ES,15000.0,7,0,0,LEITURA
18085,2024-08-20 16:11:46,125,Desconhecido,160381633,EDP ES,20000.0,32,0,0,LEITURA
18084,2024-08-20 15:18:56,30,Desconhecido,1534973,EDP ES,2000.0,7,0,0,LEITURA
18083,2024-08-20 15:12:34,30,Desconhecido,1485611,EDP ES,1500.0,12,0,0,LEITURA
18082,2024-08-20 15:04:32,30,Desconhecido,1335067,EDP ES,5000.0,7,0,0,COMPENSAÇÃO
18081,2024-08-19 16:02:43,30,Desconhecido,1253331,EDP ES,3000.0,7,0,0,COMPENSAÇÃO
18080,2024-08-19 15:53:41,30,Desconhecido,1246728,EDP ES,12000.0,7,0,0,LEITURA
18079,2024-08-19 15:40:20,30,Desconhecido,1244916,EDP ES,6000.0,10,0,0,COMPENSAÇÃO
18078,2024-08-19 15:36:30,30,Desconhecido,1244438,EDP ES,5000.0,9,0,0,COMPENSAÇÃO
18077,2024-08-19 14:58:51,30,Desconhecido,1231340,EDP ES,3000.0,7,0,0,COMPENSAÇÃO
18076,2024-08-16 14:49:26,30,Desconhecido,95010,SANEAGO,0.0,9,0,0,CONSUMO
18075,2024-08-16 14:33:44,30,Desconhecido,94897,SANEAGO,0.0,10,0,0,CONSUMO
18074,2024-08-16 14:25:29,30,Desconhecido,8171394,CASAN,0.0,8,0,0,CONSUMO
18073,2024-08-16 14:05:30,30,Desconhecido,805762,SANASA,0.0,12,0,0,DÚVIDA
18072,2024-08-16 14:03:34,30,Desconhecido,77002027200007,SAAE VOLTA REDONDA,0.0,8,0,0,CONSUMO
18071,2024-08-16 13:42:49,30,Desconhecido,76751945,EMBASA,0.0,7,0,0,DÚVIDA
18070,2024-08-16 13:28:06,30,Desconhecido,641966660,SABESP SAO BERNARDO DO CAMPO,0.0,12,0,0,CONSUMO
18069,2024-08-16 13:00:05,30,Desconhecido,6311652,CAEMA,1000.0,10,0,0,CONSUMO
18068,2024-08-16 09:43:16,30,Desconhecido,561237107,SABESP OSASCO,0.0,13,0,0,CONSUMO
